Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,Intended Function,Error,Error-Type-New,Error-Type-Old,BCC_Frequency,CSL_Score,CSL_COLL,Accessibility,Semantics
W_I_F_LLS_TH_3,LLS_TH,W,L2,TH,TH,[GLCLC text removed],发生,Attracted,SI,Locative,Error,Non-dui-construction,Non-dui-construction,247.0,1.85,Attracted,3.0,Functional
W_I_F_CAMLG_TH_7,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],受,Repelled,DISP,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,6.0,Functional
S_I_M_AHA_ID_1,AHA_ID,S,L2,ID,Other,[GLCLC text removed],听,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,60.0,0.0,Repelled,1.0,Physical
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],可靠,Repelled,MS,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,4.0,Attribute
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],同意,Repelled,MS,,Error,Collocation,Collocation_VA,21.0,0.0,Repelled,2.0,Psych
S_I_F_XSM_KR,XSM_KR,S,L2,KR,KR,[GLCLC text removed],告诉,Repelled,DA,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,1.0,Communication
W_I_F_JHXI_KR_3,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],告诉,Repelled,DA,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,1.0,Communication
W_I_F_GKA_TH_2,GKA_TH,W,L2,TH,TH,[GLCLC text removed],喜欢,Repelled,MS,,Error,Collocation,Collocation_VA,182.0,1.85,Repelled,1.0,Psych
W_I_F_LWL_ID_14,LWL_ID,W,L2,ID,Other,[GLCLC text removed],多,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,2.0,3.71,Repelled,1.0,Attribute
W_I_F_JZXU_KR_4,JZXU_KR,W,L2,KR,KR,[GLCLC text removed],套近乎,Attracted,DA,,Error,Collocation,Collocation_Prep,0.0,0.0,,6.0,Social
W_I_M_BJM_AO_2,BJM_AO,W,L2,AO,PT,[GLCLC text removed],好,Repelled,MS,,Error,Collocation,Collocation_VA,60.0,0.0,Repelled,1.0,Attribute
W_I_F_JZNA_KR_3,JZNA_KR,W,L2,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,Error,Omission,Omission,60.0,0.0,Repelled,1.0,Attribute
W_I_F_JZUE_KR_5,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,18.54,Repelled,1.0,Functional
W_I_F_WDLY_RU_4,WDLY_RU,W,L2,RU,RU,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
W_I_F_YR_ES_8,YR_ES,W,L2,ES,ES,[GLCLC text removed],感谢,Attracted,MS,Topicalisation,Error,Non-dui-construction,Non-dui-construction,43.0,0.0,Repelled,3.0,Psych
W_I_F_LZSA_KR_3,LZSA_KR,W,L2,KR,KR,[GLCLC text removed],对不起,Repelled,MS,,Error,Collocation,Collocation_VA,0.0,0.0,,1.0,Communication
W_I_F_PML_CG_2,PML_CG,W,L2,CG,FR,[GLCLC text removed],小心翼翼,Repelled,DISP,,Error,Collocation,Collocation_VA,6.0,0.0,,5.0,Manner
W_I_F_NJ_RU_2,NJ_RU,W,L2,RU,RU,[GLCLC text removed],开心,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Psych
W_I_F_JZHX_KR_2,JZHX_KR,W,L2,KR,KR,[GLCLC text removed],影响,Attracted,EVAL,,Error,Collocation,Collocation_VA,733.0,11.12,Attracted,2.0,Functional
W_I_F_HNN_PE_3,HNN_PE,W,L2,PE,ES,[GLCLC text removed],辣,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Attribute
W_I_F_MX_CS,MX_CS,W,L2,CS,Other,[GLCLC text removed],舒服,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,2.0,Attribute
W_I_F_CAMLG_TH_3,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],快乐,Repelled,MS,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,1.0,Psych
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],怕,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,90.0,0.0,Repelled,1.0,Psych
S_I_F_DLYH_RU_1,DLYH_RU,S,L2,RU,RU,[GLCLC text removed],感,Attracted,EVAL,Causative,Error,Non-dui-construction,Non-dui-construction,1119.0,53.75,Attracted,2.0,Psych
W_I_F_HHC_KR_2,HHC_KR,W,L2,KR,KR,[GLCLC text removed],感到,Attracted,MS,,Error,Collocation,Collocation_VA,6686.0,5.56,Repelled,2.0,Psych
S_I_F_NS_ML_2,NS_ML,S,L2,ML,FR,[GLCLC text removed],愿意,Repelled,MS,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Psych
W_I_F_HLM_KR_1,HLM_KR,W,L2,KR,KR,[GLCLC text removed],成为,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,15.0,0.0,Repelled,3.0,Functional
W_I_F_QZY_KR_2,QZY_KR,W,L2,KR,KR,[GLCLC text removed],打,Repelled,SI,,Error,Collocation,Collocation_Prep,37.0,0.0,Repelled,1.0,Communication
W_I_F_YY_KR_2,YY_KR,W,L2,KR,KR,[GLCLC text removed],推荐,Repelled,SI,,Error,Collocation,Collocation_Prep,0.0,0.0,Repelled,4.0,Communication
W_I_F_YTQZ_JP_3,YTQZ_JP,W,L2,JP,JP,[GLCLC text removed],教,Repelled,DA,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Social
W_I_F_ZJJ_KR,ZJJ_KR,W,L2,KR,KR,[GLCLC text removed],教,Repelled,DA,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Social
W_I_M_YTHZ_JP,YTHZ_JP,W,L2,JP,JP,[GLCLC text removed],教,Repelled,DA,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Social
W_I_M_YTHZ_JP,YTHZ_JP,W,L2,JP,JP,[GLCLC text removed],教,Repelled,DA,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Social
W_I_F_YYZ_KR_4,YYZ_KR,W,L2,KR,KR,[GLCLC text removed],新奇,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,6.0,Attribute
S_I_F_JHF_KR,JHF_KR,S,L2,KR,KR,[GLCLC text removed],是,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,4128.0,18.54,Repelled,1.0,Functional
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],是,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,4128.0,18.54,Repelled,1.0,Functional
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],好,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,60.0,0.0,Repelled,1.0,Attribute
W_I_F_YIL_BR_8,YIL_BR,W,L2,BR,PT,[GLCLC text removed],*,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,18.54,Repelled,1.0,Functional
W_I_F_JHXI_KR_2,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],感受,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,66.0,0.0,Repelled,4.0,Psych
W_I_F_JJB_KR_4,JJB_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Collocation,Collocation_VA,11370.0,77.85,Attracted,1.0,Functional
W_I_F_JHXU_KR_1,JHXU_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Collocation,Collocation_VA,11370.0,61.17,Attracted,1.0,Functional
W_I_M_ADH_RU_3,ADH_RU,W,L2,RU,RU,[GLCLC text removed],有,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,23048.0,77.85,Attracted,1.0,Functional
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,87.12,Attracted,1.0,Functional
W_I_F_SF_RU_2,SF_RU,W,L2,RU,RU,[GLCLC text removed],有,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,11370.0,87.12,Attracted,1.0,Functional
W_I_M_NJX_KR_1,NJX_KR,W,L2,KR,KR,[GLCLC text removed],有意思,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,33.0,87.12,Attracted,1.0,Psych
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_I_F_SJNS_JP,SJNS_JP,W,L2,JP,JP,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_I_F_ZLE_KR,ZLE_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_I_F_JYU_KZ_2,JYU_KZ,W,L2,KZ,TK,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_I_F_YYL_TH_3,YYL_TH,W,L2,TH,TH,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,11370.0,77.85,Attracted,1.0,Functional
W_I_F_GBQ_TH_5,GBQ_TH,W,L2,TH,TH,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_I_F_JYN_KR,JYN_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_I_F_ZXLI_TH_5,ZXLI_TH,W,L2,TH,TH,[GLCLC text removed],有趣,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,1.0,Attribute
W_I_F_LYSU_KR_1,LYSU_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,11370.0,87.12,Attracted,1.0,Functional
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],怕,Attracted,MS,,Error,Collocation,Collocation_VA,90.0,77.85,Attracted,1.0,Psych
W_I_F_LWL_ID_7,LWL_ID,W,L2,ID,Other,[GLCLC text removed],沮丧,Repelled,MS,,Error,Misordering,Misordering,0.0,0.0,Repelled,5.0,Psych
S_I_F_JZNA_KR+I_,JZNA_KR+I_,S,L2,KR,KR,[GLCLC text removed],深刻,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,4.0,Attribute
W_I_F_JZXU_KR_4,JZXU_KR,W,L2,KR,KR,[GLCLC text removed],深刻,Repelled,MS,,Error,Omission,Omission,0.0,0.0,Repelled,4.0,Psych
W_I_F_JZXU_KR_4,JZXU_KR,W,L2,KR,KR,[GLCLC text removed],深刻,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,4.0,Attribute
W_I_F_ANA_RU_3,ANA_RU,W,L2,RU,RU,[GLCLC text removed],满足,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,52.0,0.0,Repelled,4.0,Psych
W_I_F_YY_KR_1,YY_KR,W,L2,KR,KR,[GLCLC text removed],熟,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,48.0,0.0,Repelled,3.0,Attribute
W_I_F_YZX_KR_2,YZX_KR,W,L2,KR,KR,[GLCLC text removed],熟悉,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1180.0,5.56,Attracted,3.0,Psych
W_I_F_YZX_KR_2,YZX_KR,W,L2,KR,KR,[GLCLC text removed],熟悉,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1180.0,5.56,Attracted,3.0,Psych
W_I_M_YCHI_VN,YCHI_VN,W,L2,VN,VN,[GLCLC text removed],熟悉,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1180.0,5.56,Attracted,3.0,Psych
W_I_F_PRL_KR_2,PRL_KR,W,L2,KR,KR,[GLCLC text removed],特别,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1.0,0.0,Repelled,2.0,Attribute
W_I_F_JZXIU_KR_1,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],珍惜,Attracted,EVAL,,Error,Collocation,Collocation_VA,64.0,0.0,Repelled,4.0,Psych
W_I_F_JJB_KR_6,JJB_KR,W,L2,KR,KR,[GLCLC text removed],生疏,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,10.0,0.0,,5.0,Attribute
W_I_M_LK_FR_2,LK_FR,W,L2,FR,FR,[GLCLC text removed],留下,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,161.0,0.0,Repelled,4.0,Functional
S_I_M_SUZY_KR_2,SUZY_KR,S,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,161.0,0.0,Repelled,4.0,Functional
S_I_M_SUZY_KR_2,SUZY_KR,S,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,161.0,0.0,Repelled,4.0,Functional
W_I_M_SUZY_KR,SUZY_KR,W,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,161.0,0.0,Repelled,4.0,Functional
W_I_F_JDR_KR_4,JDR_KR,W,L2,KR,KR,[GLCLC text removed],留下,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,161.0,0.0,Repelled,4.0,Functional
W_I_F_SSXI_KR_8,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],感动,Repelled,MS,Perspective,Error,Non-dui-construction,Non-dui-construction,46.0,0.0,Repelled,3.0,Psych
S_I_M_AILAN_PK_3,AILAN_PK,S,L2,PK,Other,[GLCLC text removed],知道,Repelled,MS,Perspective,Error,Non-dui-construction,Non-dui-construction,492.0,1.85,Repelled,1.0,Psych
S_I_M_MW_RU,MW_RU,S,L2,RU,RU,[GLCLC text removed],知道,Repelled,MS,,Error,Collocation,Collocation_VA,492.0,1.85,Repelled,1.0,Psych
W_I_F_QFM_KR_1,QFM_KR,W,L2,KR,KR,[GLCLC text removed],给,Attracted,DA,,Error,Collocation,Collocation_Prep,27.0,0.0,Repelled,1.0,Functional
W_I_F_YR_ES_14,YR_ES,W,L2,ES,ES,[GLCLC text removed],是,Attracted,EVAL,,Error,Misordering,Misordering,4128.0,18.54,Repelled,1.0,Functional
W_I_F_NSJB_RU_1,NSJB_RU,W,L2,RU,RU,[GLCLC text removed],行,Repelled,DA,,Error,Collocation,Collocation_VA,167.0,0.0,Repelled,3.0,Functional
W_I_F_JYU_KZ_5,JYU_KZ,W,L2,KZ,TK,[GLCLC text removed],好,Repelled,DA,,Error,Collocation,Collocation_VA,60.0,0.0,Repelled,1.0,Attribute
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],送,Repelled,SI,,Error,Collocation,Collocation_Prep,13.0,0.0,Repelled,1.0,Social
W_I_F_KELA_PE_1,KELA_PE,W,L2,PE,ES,[GLCLC text removed],重要,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,400.0,9.27,Attracted,2.0,Attribute
W_I_F_LCL_KR_1,LCL_KR,W,L2,KR,KR,[GLCLC text removed],问,Repelled,DA,,Error,Collocation,Collocation_VA,166.0,0.0,Repelled,1.0,Communication
W_I_F_JJB_KR_9,JJB_KR,W,L2,KR,KR,[GLCLC text removed],问,Repelled,DA,,Error,Collocation,Collocation_VA,166.0,0.0,Repelled,1.0,Communication
W_I_F_HLM_KR_1,HLM_KR,W,L2,KR,KR,[GLCLC text removed],问路,Repelled,DA,,Error,Collocation,Collocation_Prep,166.0,0.0,Repelled,1.0,Communication
W_I_F_XAW_ML_4,XAW_ML,W,L2,ML,FR,[GLCLC text removed],陌生,Attracted,MS,,Error,Omission,Omission,100.0,0.0,Repelled,4.0,Psych
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],难,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,8.0,0.0,Repelled,2.0,Attribute
W_I_F_WML_KR_3,WML_KR,W,L2,KR,KR,[GLCLC text removed],难,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,8.0,0.0,Repelled,2.0,Attribute
W_I_M_MLIK_TJ,MLIK_TJ,W,L2,TJ,Other,[GLCLC text removed],难,Repelled,EVAL,,Error,Misordering,Misordering,8.0,0.0,Repelled,2.0,Attribute
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
W_I_F_HZJ_KR_2,HZJ_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
W_I_F_RXBHZ_JP,RXBHZ_JP,W,L2,JP,JP,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
W_I_F_SZXY_KR,SZXY_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,,Error,Omission,Omission,14.0,0.0,Repelled,6.0,Psych
W_I_M_SGY_KR_3,SGY_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
W_I_F_JA_KR_5,JA_KR,W,L2,KR,KR,[GLCLC text removed],顽皮,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,6.0,Attribute
W_I_F_LHYI_VN_12,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],骂,Repelled,DA,,Error,Collocation,Collocation_VA,96.0,1.85,Repelled,4.0,Communication
W_I_M_HYH_KR_1,HYH_KR,W,L2,KR,KR,[GLCLC text removed],骗,Repelled,DISP,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,3.0,Social
S_I_F_NS_ML_1,NS_ML,S,L2,ML,FR,[GLCLC text removed],高兴,Repelled,MS,Causative,Error,Non-dui-construction,Non-dui-construction,78.0,0.0,Repelled,1.0,Psych
S_I_M_ALFD_GN_3,ALFD_GN,S,L2,GN,EN,[GLCLC text removed],高兴,Repelled,MS,Causative,Error,Non-dui-construction,Non-dui-construction,78.0,0.0,Repelled,1.0,Psych
W_I_F_LZYO_KR,LZYO_KR,W,L2,KR,KR,[GLCLC text removed],鼓起,Repelled,EVAL,,,,,0.0,0.0,Repelled,6.0,Functional
S_I_M_DYSR_JP+I_,DYSR_JP+I_,S,L2,JP,JP,[GLCLC text removed],*,,ABT,Purpose,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,,,
S_I_M_MALK_TJ,MALK_TJ,S,L2,TJ,Other,[GLCLC text removed],*,,ABT,Purpose,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,,,
W_I_F_YZX_KR_1,YZX_KR,W,L2,KR,KR,[GLCLC text removed],帮,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,13.0,0.0,Repelled,1.0,Social
W_I_F_SXX_KR_2,SXX_KR,W,L2,KR,KR,[GLCLC text removed],发生,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,247.0,1.85,Attracted,3.0,Functional
W_I_F_YY_TH_3,YY_TH,W,L2,TH,TH,[GLCLC text removed],幸福,Repelled,MS,Causative,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Psych
W_I_F_YY_TH_3,YY_TH,W,L2,TH,TH,[GLCLC text removed],讨厌,Repelled,MS,,Error,Omission,Omission,75.0,0.0,Repelled,3.0,Psych
W_I_F_BYL_BR_3,BYL_BR,W,L2,BR,PT,[GLCLC text removed],不如,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,8.0,0.0,Repelled,4.0,Attribute
W_I_F_SCYS_JP_2,SCYS_JP,W,L2,JP,JP,[GLCLC text removed],好用,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,6.0,Attribute
W_I_F_PRL_KR_4,PRL_KR,W,L2,KR,KR,[GLCLC text removed],扔,Attracted,DA,,Error,Collocation,Collocation_Prep,23.0,0.0,Repelled,3.0,Physical
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
W_I_F_QBYZ_JP_6,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],难忘,Attracted,EVAL,,Error,Omission,Omission,14.0,0.0,Repelled,6.0,Psych
W_I_M_ZCYT_JP_1,ZCYT_JP,W,L2,JP,JP,[GLCLC text removed],带来,Attracted,EVAL,,Error,Collocation,Collocation_VA,820.0,0.0,Repelled,6.0,Functional
W_I_F_LXJ_KR_2,LXJ_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,87.12,Attracted,1.0,Functional
W_I_M_LTT_KR,LTT_KR,W,L2,KR,KR,[GLCLC text removed],吃,Repelled,SI,Topicalisation,Error,Non-dui-construction,Non-dui-construction,12.0,0.0,Repelled,1.0,Physical
S_I_M_CL_GN,CL_GN,S,L2,GN,EN,[GLCLC text removed],想,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,228.0,0.0,Repelled,1.0,Psych
W_I_F_WAL_EE_4,WAL_EE,W,L2,EE,Other,[GLCLC text removed],感觉,Attracted,MS,,Error,Collocation,Collocation_VA,130.0,0.0,Repelled,3.0,Psych
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,18.54,Repelled,1.0,Functional
W_I_M_YCHI_VN,YCHI_VN,W,L2,VN,VN,[GLCLC text removed],不错,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,2.0,18.54,Repelled,1.0,Attribute
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],健康,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Attribute
W_I_M_LDYI_KR_4,LDYI_KR,W,L2,KR,KR,[GLCLC text removed],兴奋,Repelled,MS,,Error,Collocation,Collocation_VA,29.0,0.0,Repelled,3.0,Psych
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],有,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,11370.0,87.12,Attracted,1.0,Functional
S_I_M_AMT_TJ,AMT_TJ,S,L2,TJ,Other,[GLCLC text removed],友好,Attracted,DISP,,Error,Collocation,Collocation_VA,31.0,87.12,Attracted,1.0,Manner
W_I_F_YYQH_JP_1,YYQH_JP,W,L2,JP,JP,[GLCLC text removed],应该,Repelled,EVAL,,Error,Collocation,Collocation_VA,3.0,0.0,Repelled,1.0,Functional
W_I_F_CXYA_KR_1,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],变,Repelled,EVAL,Causative,Error,Non-dui-construction,Non-dui-construction,1.0,0.0,Repelled,2.0,Functional
W_I_F_WLLY_RU_3,WLLY_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,60.0,0.0,Repelled,1.0,Attribute
W_I_F_SF_RU_1,SF_RU,W,L2,RU,RU,[GLCLC text removed],好,Repelled,,,Error,Misordering,Misordering,60.0,0.0,Repelled,1.0,Attribute
W_I_F_JA_KR_4,JA_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
W_I_M_HSE_PK_6,HSE_PK,W,L2,PK,Other,[GLCLC text removed],好,Repelled,DISP,Parallel,Error,Non-dui-construction,Non-dui-construction,613.0,5.56,Repelled,1.0,Manner
W_I_F_BYL_BR_3,BYL_BR,W,L2,BR,PT,[GLCLC text removed],好,Repelled,EVAL,,Error,Collocation,Collocation_VA,60.0,0.0,Repelled,1.0,Attribute
W_I_F_LXHU_KR_6,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
W_I_M_SGY_KR_3,SGY_KR,W,L2,KR,KR,[GLCLC text removed],建议,Repelled,DA,,Error,Collocation,Collocation_Prep,16.0,0.0,Repelled,3.0,Communication
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],放开,Attracted,ABT,Topicalisation,Error,Non-dui-construction,Non-dui-construction,44.0,0.0,Repelled,4.0,Functional
W_I_F_LXHU_KR_2,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
S_I_M_HAS_CU_1,HAS_CU,S,L2,CU,ES,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
S_I_F_YYQ_CH,YYQ_CH,S,L2,CH,Other,[GLCLC text removed],感,Attracted,MS,,Error,Collocation,Collocation_VA,1119.0,53.75,Attracted,2.0,Psych
W_I_F_SJNS_JP,SJNS_JP,W,L2,JP,JP,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_I_M_ZYK_VE,ZYK_VE,W,L2,VE,ES,[GLCLC text removed],感,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,1119.0,53.75,Attracted,2.0,Psych
W_I_F_JDR_KR_1,JDR_KR,W,L2,KR,KR,[GLCLC text removed],感到,Attracted,MS,,Error,Addition,Addition,6686.0,5.56,Repelled,2.0,Psych
W_I_F_QY_TH_2,QY_TH,W,L2,TH,TH,[GLCLC text removed],感,Attracted,MS,,Error,Addition,Addition,1119.0,53.75,Attracted,2.0,Psych
W_I_M_HSE_PK_1,HSE_PK,W,L2,PK,Other,[GLCLC text removed],感,Attracted,MS,,Error,Collocation,Collocation_VA,1119.0,53.75,Attracted,2.0,Psych
